10001,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,90,A-,100,Normal
10002,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,91,A-,100,Normal
10003,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,94,A,100,Normal
10004,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,87,B+,100,Normal
10005,82018,Fall 2018,1444,1000,CS,401,3333,Intermediate Java,98,A+,100,Normal
10006,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,80,B-,100,Normal
10007,12017,Spring 2017,1333,1000,CS,401,1243,Intermediate Java,84,B,100,Normal
10008,82012,Fall 2012,5555,1000,CS,401,5245,Intermediate Java,81,B-,100,Normal
10009,82016,Fall 2016,2345,1000,CS,401,3929,Intermediate Java,92,A-,100,Normal
10010,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,72,D-,100,Normal
10011,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,71,C-,100,Normal
10012,12017,Spring 2017,1333,1000,CS,401,1111,Intermediate Java,75,C-,100,Normal
10013,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,70,F,100,Normal
10014,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,69,C-,100,Normal
10015,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,68,D,100,Normal
10016,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,99,A+,100,Normal
10017,82018,Fall 2018,1444,1000,CS,401,3333,Intermediate Java,67,F,100,Normal
10018,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,66,D+,100,Normal
10019,12017,Spring 2017,1333,1000,CS,401,1243,Intermediate Java,88,B+,100,Normal
10020,82012,Fall 2012,5555,1000,CS,401,5245,Intermediate Java,80,B-,100,Normal
10021,82016,Fall 2016,2345,1000,CS,401,3929,Intermediate Java,91,A-,100,Normal
10022,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,83,B,100,Normal
10023,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,83,B,100,Normal
10024,12017,Spring 2017,1333,1000,CS,401,1111,Intermediate Java,84,B,100,Normal
10025,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,85,B,100,Normal
10026,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,91,A-,100,Normal
10027,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,65,C-,100,Normal
10028,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,74,C,100,Normal
10029,82018,Fall 2018,1444,1000,CS,401,3333,Intermediate Java,77,C+,100,Normal
10030,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,64,F,100,Normal
10031,12017,Spring 2017,1333,1000,CS,401,1243,Intermediate Java,84,B,100,Normal
10032,82012,Fall 2012,5555,1000,CS,401,5245,Intermediate Java,77,C+,100,Normal
10033,82016,Fall 2016,2345,1000,CS,401,3929,Intermediate Java,59,F,100,Normal
10034,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,63,D-,100,Normal
10035,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,88,B+,100,Normal
10036,12017,Spring 2017,1333,1000,CS,401,1111,Intermediate Java,97,A+,100,Normal
10037,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,90,A-,100,Normal
10038,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,91,A-,100,Normal
10039,12019,Spring 2019,1234,1000,CS,401,1111,Intermediate Java,83,B,100,Normal
10040,12017,Spring 2017,1333,1000,CS,401,2222,Intermediate Java,62,C-,100,Normal
10001,12019,Spring 2019,1234,1000,CS,445,,Data Structures,91,B-,100,Normal
10002,12019,Spring 2019,1234,1000,CS,445,,Data Structures,92,B+,100,Normal
10003,12019,Spring 2019,1234,1000,CS,445,,Data Structures,93,A,100,Normal
10004,12017,Spring 2017,1333,1000,CS,445,,Data Structures,94,B-,100,Normal
10005,82018,Fall 2018,1444,1000,CS,445,,Data Structures,95,A-,100,Normal
10006,12017,Spring 2017,1333,1000,CS,445,,Data Structures,96,B+,100,Normal
10007,12017,Spring 2017,1333,1000,CS,445,,Data Structures,97,C+,100,Normal
10008,82012,Fall 2012,5555,1000,CS,445,,Data Structures,98,C+,100,Normal
10009,82016,Fall 2016,2345,1000,CS,445,,Data Structures,99,B-,100,Normal
10010,12019,Spring 2019,1234,1000,CS,445,,Data Structures,90,D-,100,Normal
10011,12019,Spring 2019,1234,1000,CS,445,,Data Structures,91,C-,100,Normal
10012,12017,Spring 2017,1333,1000,CS,445,,Data Structures,92,C-,100,Normal
10013,12019,Spring 2019,1234,1000,CS,445,,Data Structures,93,F,100,Normal
10014,12019,Spring 2019,1234,1000,CS,445,,Data Structures,94,C-,100,Normal
10015,12019,Spring 2019,1234,1000,CS,445,,Data Structures,95,D,100,Normal
10016,12017,Spring 2017,1333,1000,CS,445,,Data Structures,95,A-,100,Normal
10017,82018,Fall 2018,1444,1000,CS,445,,Data Structures,96,F,100,Normal
10018,12017,Spring 2017,1333,1000,CS,445,,Data Structures,97,D+,100,Normal
10019,12017,Spring 2017,1333,1000,CS,445,,Data Structures,96,B-,100,Normal
10020,82012,Fall 2012,5555,1000,CS,445,,Data Structures,99,B-,100,Normal
10021,82016,Fall 2016,2345,1000,CS,445,,Data Structures,100,A,100,Normal
10022,12019,Spring 2019,1234,1000,CS,445,,Data Structures,90,B,100,Normal
10023,12019,Spring 2019,1234,1000,CS,445,,Data Structures,91,C+,100,Normal
10024,12017,Spring 2017,1333,1000,CS,445,,Data Structures,92,B+,100,Normal
10025,12019,Spring 2019,1234,1000,CS,445,,Data Structures,93,A-,100,Normal
10026,12019,Spring 2019,1234,1000,CS,445,,Data Structures,94,A-,100,Normal
10027,12019,Spring 2019,1234,1000,CS,445,,Data Structures,98,C-,100,Normal
10028,12017,Spring 2017,1333,1000,CS,445,,Data Structures,96,C-,100,Normal
10029,82018,Fall 2018,1444,1000,CS,445,,Data Structures,97,B-,100,Normal
10030,12017,Spring 2017,1333,1000,CS,445,,Data Structures,98,F,100,Normal
10031,12017,Spring 2017,1333,1000,CS,445,,Data Structures,99,B+,100,Normal
10032,82012,Fall 2012,5555,1000,CS,445,,Data Structures,100,C-,100,Normal
10033,82016,Fall 2016,2345,1000,CS,445,,Data Structures,99,F,100,Normal
10034,12019,Spring 2019,1234,1000,CS,445,,Data Structures,100,D-,100,Normal
10035,12019,Spring 2019,1234,1000,CS,445,,Data Structures,92,B-,100,Normal
10036,12017,Spring 2017,1333,1000,CS,445,,Data Structures,93,A,100,Normal
10037,12019,Spring 2019,1234,1000,CS,445,,Data Structures,94,A,100,Normal
10038,12019,Spring 2019,1234,1000,CS,445,,Data Structures,95,B,100,Normal
10039,12019,Spring 2019,1234,1000,CS,445,,Data Structures,96,B,100,Normal
10040,12017,Spring 2017,1333,1000,CS,445,,Data Structures,100,C-,100,Normal
